최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,구독자수,한국채널추정여부,최근평균조회수,최근평균참여율,최근라이브비율,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,최종점수,액션버킷,치지직활동여부,SOOP활동여부,타플랫폼활동여부,최종제외여부,최근30일_업로드수,최근30일_평균조회수,최근30일_평균참여율,최근30일_라이브비율,직전30일_업로드수,직전30일_평균조회수,직전30일_평균참여율,직전30일_라이브비율,최근7일_업로드수,최근7일_평균조회수,최근7일_평균참여율,최근7일_라이브비율,직전7일_업로드수,직전7일_평균조회수,직전7일_평균참여율,직전7일_라이브비율,30일_조회수성장률,30일_참여율성장률,30일_업로드수성장률,30일_라이브비율차이,7일_조회수성장률,7일_참여율성장률,7일_업로드수성장률,7일_라이브비율차이,성장성수집영상수,30일_조회수성장률_pct,30일_참여율성장률_pct,30일_업로드수성장률_pct,7일_조회수성장률_pct,7일_참여율성장률_pct,성장성점수_proxy_raw,성장성신뢰도,성장성점수_proxy,성장성신뢰도등급
1078,UCJmnOEp1-OITEU0mk4icM5A,일루전 ILLUSION,,게임기타,108000.0,1,79070.8,0.0112644809549187,0.0,0.1022321428571428,0.4718786094304505,0.8479437229437229,0.5464416490258516,1.0,0.5374798661617068,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1079,UCLHxObaq5DSSfOC5gc3JgAw,달묘,음악·보이스형,애니송커버,3870.0,1,787.3333333333334,0.0685844252705586,0.0,0.7007440476190476,0.6256747577754238,0.1222943722943722,0.500974794444381,1.0,0.537324513588868,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1080,UC9qU8jcEZExQCwQazPWZBtQ,쿨언니,창작·비주얼형,코스프레,26200.0,1,1874.3333333333333,0.0355813214475586,0.0,0.642775974025974,0.4200693309873906,0.3571428571428571,0.5464416490258516,1.0,0.5369632878929332,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1081,UC8OUmMsVqX6clyNB5I4ZO2w,뮤직인유 Music in U ASMR,음악·보이스형,ASMR보이스,1890.0,1,243.66666666666663,0.1106660199640448,0.0,0.8234848484848485,,0.0357142857142857,0.5857683982683982,1.0,0.5368867243867244,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1082,UCvOqMUpQLPu3p5cmaIB3XqA,재명이네사람들,버츄얼 퍼포먼스형,버튜버,5630.0,1,12520.0,0.0377657017316888,0.0,0.5609307359307358,0.5291794586377971,0.3295454545454545,0.5464416490258516,1.0,0.5368801596323747,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1083,UCPLXWIEI50YodMxvYixa35g,Re:Morphic(리모르픽),창작·비주얼형,코스프레,52500.0,1,45330.9,0.0168817834332861,0.0,0.1382305194805194,,0.7207792207792207,0.5857683982683982,1.0,0.5368235930735931,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1084,UCE3q8VKqIT_vOL4b9Nl8chA,오리하라 / Orihara,게임 실황형,롤,16100.0,1,9079.333333333334,0.0167477506559548,0.3333333333333333,0.3770968614718614,0.4390095487736379,0.7234848484848485,0.3454857339099109,1.0,0.5367206747690736,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1085,UCzI9yvtQoM7XA9yMYJqqP5A,떡 먹는 키리,음악·보이스형,보컬로이드JPOP커버,1940.0,1,1317.0,0.0468135558167871,0.0,0.6094832251082252,,0.2489177489177489,0.5857683982683982,1.0,0.536620670995671,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1086,UCU7-CQuks_J5IGT5Vg16p1w,찹쌀Chapssal,음악·보이스형,보컬로이드JPOP커버,3630.0,1,16562.0,0.0458585369605443,0.0,0.5982819264069265,,0.2597402597402597,0.5857683982683982,1.0,0.5364944083694083,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1087,UCovVzsguaWJ-8SYZ9kYxwmw,안평화,음악·보이스형,보컬로이드JPOP커버,9010.0,1,156688.6,0.0312528374665422,0.0,0.4283549783549783,,0.4291125541125541,0.5857683982683982,1.0,0.5363095238095238,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1088,UCml_Dsx3APj2SoQ0fJ4symA,Behind the Character,창작·비주얼형,코스프레,1040.0,1,5524.333333333333,0.0320056132432424,0.0,0.4454410173160172,,0.4117965367965367,0.5857683982683982,1.0,0.5362328643578643,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1089,UCw4GwIRWrX_HxiTjXg3LGTA,내귀캔,,커버기타,1490.0,1,12323.0,0.0262866969798701,0.0,0.3429112554112554,,0.5140692640692641,0.5857683982683982,1.0,0.5361471861471861,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1090,UCjMPCR-dra0DLPMdgRhXBaw,카츄,게임 실황형,원신,8900.0,1,5079.333333333333,0.0346966866142008,0.0,0.4408685064935065,0.6046516394668965,0.369047619047619,0.5464416490258516,1.0,0.5356081886058833,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1091,UC8cbz-L_-rMfCLqSZJWXXZg,리찌군,게임 실황형,발로란트,5200.0,1,24523.666666666668,0.0253912375622749,0.0,0.2392316017316017,0.6491522887903434,0.5254329004329005,0.5464416490258516,1.0,0.5354204450925891,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1092,UCL8PpqctjxZmLwMBdfI2bXQ,JPOP비밀공간,창작·비주얼형,코스프레,153000.0,1,1537051.6666666667,0.0136734042483529,0.0,0.0495806277056276,0.5670218495843732,0.797077922077922,0.5464416490258516,1.0,0.5353863471958585,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1093,UCgqQP0yNETRZlb0Edhk0luw,머쿨,,서브컬쳐게임,13400.0,1,47238.333333333336,0.0239226682328699,0.0,0.2945481601731601,,0.560064935064935,0.5857683982683982,1.0,0.5353580447330447,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1094,UC57KrV6KHRuObiszPBMMlIA,Wanu_Guitar 원우기타,,음악기타,2700.0,1,2128.333333333333,0.0402993695355389,0.0,0.5521239177489178,,0.3019480519480519,0.5857683982683982,1.0,0.5351776695526694,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1095,UCDZsaM_pJXUfbS2heNb7tsQ,김붕붕,게임 실황형,니케,6950.0,1,7296.333333333333,0.0248479145929052,0.0,0.4246347402597402,0.446484377337714,0.5411255411255411,0.5464416490258516,1.0,0.5350274120346266,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1096,UCWhtpiisXtnuEtK_qGoKmPA,그림 쀼,음악·보이스형,보컬로이드JPOP커버,2230.0,1,1862.5,0.0304671915304259,0.0,0.7778273809523809,0.1908818573300879,0.4388528138528138,0.5530256306025328,1.0,0.5348443576242006,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1097,UCZW0yRW2HK7_fzgL9HQu9ZA,순당무,,게임기타,234000.0,1,35446.0,0.0216823566150344,0.0,0.2491747835497835,,0.6038961038961039,0.5857683982683982,1.0,0.5348439754689754,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1098,UCp-An_wCZYY_OdIm4I684oQ,새바,음악·보이스형,보컬로이드JPOP커버,4600.0,1,1306.0,0.081597020137353,0.0,0.7704951298701299,,0.0822510822510822,0.5857683982683982,1.0,0.5347357503607504,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1099,UCkRPGZuRRS01T6sf6jJdklA,한시로 hanshiro,음악·보이스형,애니송커버,20600.0,1,46923.333333333336,0.0233730482813537,0.0,0.2808306277056277,,0.5703463203463204,0.5857683982683982,1.0,0.5342126623376623,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1100,UCrWBTUXbWG3VjNas9mt9tHw,쿠모 COOMO,,커버기타,284000.0,1,12451.3,0.0211208336504823,0.1,0.4721320346320345,0.5610857765250123,0.6152597402597403,0.1458208609914654,1.0,0.5339925170029166,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1101,UCrfdfbGrDvKYNORnDpWxYhw,이종화,음악·보이스형,ASMR보이스,52100.0,1,8812.0,0.027215311288608,0.0,0.3523674242424242,,0.4978354978354978,0.5857683982683982,1.0,0.5338879870129869,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1102,UCt_Uacs4q6jMI0sosgTZDNg,모닝이 게임영상,게임 실황형,원신,11900.0,1,13825.2,0.0237495163242695,0.0,0.359483225108225,0.4850066129254264,0.5627705627705628,0.5464416490258516,1.0,0.5337813475549313,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1103,UCOmuJ_KfgmOQerSu4lLp2UA,성우지망생 키요,음악·보이스형,성우,9640.0,1,1368.3333333333333,0.0563957088703136,0.0,0.6612554112554112,,0.1877705627705627,0.5857683982683982,1.0,0.533495670995671,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1104,UCts0fal5vzWUcRH6xnemDbQ,Chaefims ASMR,음악·보이스형,ASMR,3410.0,1,13613.666666666666,0.0307184307482941,0.0,0.4126217532467532,,0.4356060606060606,0.5857683982683982,1.0,0.5332296176046176,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1105,UCJO_GdkVMTu7kilE51QPkJg,이보늬 Yvonnie,음악·보이스형,성우더빙,8250.0,1,25376.666666666668,0.0263845489336765,0.0,0.3362959956709956,,0.5119047619047619,0.5857683982683982,1.0,0.5332205988455988,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1106,UCFrSDQjPZ0TQWm1qH4LYfmg,Midnight Bambi,음악·보이스형,애니송커버,6220.0,1,1398.9,0.0406365896895387,0.0,0.5490936147186147,,0.2987012987012987,0.5857683982683982,1.0,0.5330853174603174,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1107,UCls1Y2LgkPk6t5TMFIKaoBQ,델로략국,,서브컬쳐게임,113000.0,1,77485.33333333333,0.0209899089484915,0.0,0.2286120129870129,,0.6179653679653679,0.5857683982683982,1.0,0.5326794733044733,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1108,UC75pbnXRZaN3VCzo8OQzJhQ,노마카세,음악·보이스형,성우,35600.0,1,32409.8,0.019183913084462,0.0,0.1890422077922077,,0.6574675324675324,0.5857683982683982,1.0,0.5326569264069264,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1109,UC141BuVRzSSXJX33Am9yxEA,소니쇼게임방송,음악·보이스형,성우더빙,257000.0,1,91175.66666666669,0.0166748918593331,0.0,0.121103896103896,,0.7251082251082251,0.5857683982683982,1.0,0.53255772005772,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1110,UCaBVweP1kQY7I2JwEwHihGg,루필 Rupil,음악·보이스형,애니송커버,1800.0,1,4985.666666666667,0.037712059598197,0.0,0.515814393939394,,0.3300865800865801,0.5857683982683982,1.0,0.5324540043290044,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1111,UCFkPqPmDovWN4zBWYjqnV-A,전유하 유튜브,게임 실황형,로블록스,54100.0,1,3424.0,0.0169876397976485,0.3333333333333333,0.2966450216450216,0.4998081952398906,0.7191558441558441,0.3569265769419721,1.0,0.5324412518014849,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1112,UCUNhIsk7vZyEouLT1kULJzA,햄쿠비의 쳇바퀴,버츄얼 퍼포먼스형,버튜버,1900.0,1,7057.333333333333,0.0355437695900022,0.0,0.4880817099567099,,0.3576839826839826,0.5857683982683982,1.0,0.5324089105339106,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1113,UCLBmlC7c6BxSVO_fvdMxm6Q,농루트,버츄얼 퍼포먼스형,버튜버,40000.0,1,50124.66666666666,0.0158613882698761,0.0,0.2608360389610389,0.3947698043651292,0.7456709956709957,0.5464416490258516,1.0,0.5322854571031688,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1114,UChE_wYvWjjdmmDsCvZoiQMg,문자예술 서예 방송 재완서예연구소,창작·비주얼형,일러스트리깅,4670.0,1,106.33333333333331,0.0327820239160871,0.0,0.7563311688311688,0.3243313763861709,0.4004329004329004,0.5464416490258516,0.8,0.5322401087664378,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1115,UCND4Av1vGhIHvUnJSCR5jMA,김하루 뒷면,음악·보이스형,성우더빙,7850.0,1,13799.0,0.0370821710053329,0.0,0.5028950216450216,,0.3409090909090909,0.5857683982683982,1.0,0.5317550505050505,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1116,UCqPZn9vOHesJYA5bJBXU4hg,현도현 원신,,서브컬쳐게임,1550.0,1,86.33333333333333,0.0715343086032741,0.0,0.7301542207792209,,0.1136363636363636,0.5857683982683982,1.0,0.5317505411255411,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1117,UCfvV6ilUqAm8DZyIjsO8-Vw,ASMR Boyoung 반보영,음악·보이스형,ASMR,819000.0,1,58266.2,0.0249386130682962,0.0,0.3470508658008658,,0.5378787878787878,0.5857683982683982,0.895,0.5314635642135642,제외,0,0,0,True,1.0,35979.0,0.02676561327441007,0.0,,,,,1.0,35979.0,0.02676561327441007,0.0,,,,,,,,,,,,,1.0,,,,,,,0.125,,낮음
1118,UCqkc618S7Uiqb-Lo4HyZ6wA,갓겜소믈리에,음악·보이스형,성우더빙,2550.0,1,4209.666666666667,0.0297904457848427,0.0,0.3926136363636363,,0.4502164502164502,0.5857683982683982,1.0,0.5314303751803752,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1119,UCylzl5EMsHKCMeUe2TLKLKA,서넹,음악·보이스형,성우더빙,606000.0,1,42636.0,0.0156910125172686,0.0,0.1363636363636363,,0.7478354978354979,0.5857683982683982,0.895,0.5312200577200578,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1120,UCWQtRSnpl_MBw9OnSuYMLSA,SangDeok 상득,,커버기타,87800.0,1,54561.0,0.017050954654649,0.0,0.1242424242424242,,0.716991341991342,0.5857683982683982,1.0,0.5308982683982685,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1121,UCGWx0o6nS9XbLPIXYFDajQA,가도아 _ 돠의 스타레일 채널,,서브컬쳐게임,4610.0,1,24775.3,0.0284106764497374,0.0,0.3619994588744588,,0.4783549783549783,0.5857683982683982,1.0,0.5306051587301587,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1122,UCoLI3bO41BnxIEqGePfzWHA,최고다버린이,창작·비주얼형,코스프레,12600.0,1,4147.7,0.0160425677677749,0.3,0.3528138528138528,,0.7429653679653679,0.1590909090909091,1.0,0.5304112554112553,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1123,UCw-QmownJwilhTje10TYlIg,HIU 하이유,음악·보이스형,ASMR,6440000.0,1,108645.0,0.0073868658632382,0.3333333333333333,0.1927083333333333,0.4965163946689647,0.9182900432900432,0.2887549460928247,0.85,0.530191934737009,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1124,UCEYNv18kWpK1-3LunuHgmUA,아니띵,,커버기타,104000.0,1,9749.333333333334,0.021401771002758,0.0,0.2308576839826839,,0.6082251082251082,0.5857683982683982,1.0,0.5301812770562769,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1125,UCWf4-qM-qqC6qefImjklAYg,TRAP CHICK 트랩칙,음악·보이스형,보컬로이드JPOP커버,141000.0,1,293141.5,0.0295983242904998,0.0,0.3859713203463203,,0.4529220779220779,0.5857683982683982,1.0,0.5301181457431458,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1126,UC6V1_uzMZvomFvJgtbCXQag,워너비,음악·보이스형,ASMR,38700.0,1,556.3333333333334,0.0225852099285324,1.0,0.5550189393939394,0.4535169691855628,0.5854978354978355,0.2104026879868905,1.0,0.530068839217368,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1127,UC0UJe9MqajLKwJIdlpMCwrA,숏부기,,게임기타,27200.0,1,532462.6666666666,0.015058320790447,0.0,0.0714420995670995,,0.7656926406926406,0.5857683982683982,1.0,0.5295319264069264,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1128,UCQxMfu8LfK7Rr6nSlLXSzsw,히게,버츄얼 퍼포먼스형,버튜버,9730.0,1,1006.3333333333334,0.0575712351786851,0.0,0.5601866883116884,0.6526734471594343,0.1769480519480519,0.5464416490258516,1.0,0.5294182942086715,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1129,UCyoqIWgyiQmxYiNP_l7KlyQ,허수아비(scarecrow),음악·보이스형,애니송커버,495000.0,1,92204.0,0.019230842901925,0.0,0.2049377705627705,,0.6558441558441559,0.5857683982683982,0.94,0.5294143217893218,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1130,UCpI3bUOfCE7HKiF7VjE-uGQ,피크닉무무,음악·보이스형,음악,1020.0,1,859.0,0.0508722638064545,0.0,0.6107954545454546,,0.2251082251082251,0.5857683982683982,1.0,0.5291215728715728,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1131,UC_WzlDqUcZdaKnKUCo1uusA,박새주인 ParksaeOwner,,음악기타,25700.0,1,20145.666666666668,0.025644164362593,0.0,0.3135146103896103,,0.5221861471861472,0.5857683982683982,1.0,0.5290539321789322,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1132,UCwv-UfcqPB-Fa8SOBhYYmIQ,경인방송,,서브컬쳐게임,62100.0,1,286.3333333333333,0.045155867768763,0.0,0.5716044372294373,,0.264069264069264,0.5857683982683982,1.0,0.5290449134199134,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1133,UCb8y6iB74iTHjqgfYt418Rg,Remi Foods,음악·보이스형,ASMR보이스,2240.0,1,5221.0,0.0469127562194018,0.0,0.5878382034632035,,0.2478354978354978,0.5857683982683982,1.0,0.5290449134199133,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1134,UChVe4AfyJQgtBkXCHnWJ-BA,은아지,버츄얼 퍼포먼스형,버튜버,5230.0,1,661.3333333333334,0.025220627369329,0.6666666666666666,0.6090232683982685,0.522498309365219,0.5297619047619048,0.0907967786266767,1.0,0.5289403874253495,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1135,UCoGPsduV1KdATlauYsRZgqA,순대 SUNDE - 노래 커버 채널,음악·보이스형,애니송커버,13400.0,1,1166.0,0.0531882177383278,0.0,0.6255005411255411,,0.2094155844155844,0.5857683982683982,1.0,0.5287923881673882,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1136,UCJGZsIcGGGxkDbt9pRKRZvA,꾸덕,음악·보이스형,애니송커버,7160.0,1,8537.666666666666,0.0460335669684866,0.0,0.5769209956709956,,0.2575757575757575,0.5857683982683982,1.0,0.5286525974025973,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1137,UCDDpK1E7ua8fg-Nl6XwPUPQ,홈도리,창작·비주얼형,코스프레,27900.0,1,120814.66666666669,0.0177567803780267,0.0,0.1380546536796536,,0.6964285714285714,0.5857683982683982,1.0,0.5286480880230879,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1138,UCCJDHF7Gyl-kygxGYQehWEA,hata,음악·보이스형,보컬로이드JPOP커버,1010.0,1,4194.0,0.0914099951756412,0.0,0.7709280303030304,,0.0627705627705627,0.5857683982683982,1.0,0.5283865440115441,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1139,UClVtGQ8rekpYg0RFS2MENLw,올고리당,,서브컬쳐게임,2120.0,1,19132.9,0.0521508059235658,0.0,0.6180871212121213,,0.2148268398268398,0.5857683982683982,1.0,0.5281250000000001,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1140,UCyzv4YKkVKDKR_86XzfS8ug,아틀란티스의 팝송채널,음악·보이스형,보컬로이드JPOP커버,220000.0,1,5298.666666666667,0.0291125981135489,0.0,0.3693858225108225,,0.4632034632034632,0.5857683982683982,1.0,0.5280167748917749,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1141,UCbY3T1RqE5yhuK9DgO3IKiA,Kpop Fact,음악·보이스형,애니송커버,28500.0,1,3791.9,0.0319499146612693,0.0,0.5846320346320346,0.385897412879944,0.4134199134199134,0.5464416490258516,1.0,0.5279535875868507,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1142,UC_VcuvQXrQDulzmjRa1CZdQ,사실역사학자,,서브컬쳐게임,1020.0,1,1908.0,0.0304475187417608,0.0,0.7142451298701299,0.2961119888448027,0.4399350649350649,0.4358584249105173,1.0,0.527951809649077,제외,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1143,UCXp9kXRQWHjaHqNgoknVPRg,미매,음악·보이스형,성우더빙,7900.0,1,3194.333333333333,0.0276281199195655,0.3333333333333333,0.3973755411255411,0.7477688109301783,0.4908008658008658,0.1245392510175091,1.0,0.5276671921167727,성장관찰,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1144,UChT_3672e3gi9TzLUCpvDow,숭배하라,,게임기타,61500.0,1,98076.7,0.0171897614733398,0.0,0.1170589826839826,,0.7142857142857143,0.5857683982683982,1.0,0.527601911976912,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1145,UCg5Ew4lj74r_ohbc4AeQj1w,원신감성 Genshin Feeling,창작·비주얼형,코스프레,79800.0,1,107315.33333333331,0.0256947767636358,0.0,0.3094561688311687,,0.5211038961038961,0.5857683982683982,1.0,0.527340367965368,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1146,UCATD8EWMEQ3oWImTKnBHwsg,려피,음악·보이스형,성우,5770.0,1,39739.66666666666,0.0273175577948302,0.0,0.3325351731601731,,0.4967532467532468,0.5857683982683982,1.0,0.5269164862914862,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1147,UCcrYjuLhgIrVrHTItRrxznA,이세현,음악·보이스형,음악,1100.0,1,451.8,0.0429443663457003,0.0,0.7165178571428572,0.382699868938401,0.2765151515151515,0.5530256306025328,1.0,0.5268870639894823,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1148,UCnEAAByNnLhq4lRaQMt4eMg,은풍,게임 실황형,젠레스존제로,1590.0,1,293.3333333333333,0.0553565347820071,0.0,0.7025027056277056,0.4821448021209237,0.1948051948051948,0.5464416490258516,1.0,0.5268294229923338,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1149,UCjaoaH1tIwV6uLZHEmlQNdw,사과몽,,서브컬쳐게임,174000.0,1,8732.666666666666,0.0199891658845903,0.3333333333333333,0.4625811688311688,,0.6374458874458875,0.1333874458874459,1.0,0.5266865079365078,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1150,UC4VWaR3R17Ruc7j1Cy1-PKQ,게임찍먹 전문 겜노인,,서브컬쳐게임,9010.0,1,113.33333333333331,0.0564316610188169,0.0,0.6417748917748917,,0.1866883116883116,0.5857683982683982,1.0,0.5266414141414141,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1151,UCZ0a_Z0xbPMfGjChL6oLRRA,기타연습중,음악·보이스형,보컬로이드JPOP커버,7170.0,1,34645.0,0.0407922442965748,0.0,0.5302895021645022,,0.2976190476190476,0.5857683982683982,1.0,0.5264565295815297,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1152,UCrrdSTTNMj81UZTGRweDi2w,김버붕,버츄얼 퍼포먼스형,버튜버,5340.0,1,11612.0,0.0278452501035246,0.0,0.4032873376623376,0.4851767236994081,0.4880952380952381,0.5464416490258516,1.0,0.5261060722181238,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1153,UCBcz8quwguR1NqbCK6wDXGg,성우 김나율입니다,음악·보이스형,ASMR보이스,3740.0,1,767.6666666666666,0.0685058421988344,0.0,0.7038014069264069,,0.1228354978354978,0.5857683982683982,1.0,0.5260326479076478,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
1154,UCeABQJ3ru_A7Mp88VQ6OCEw,영웅강토,창작·비주얼형,코스프레,2110.0,1,5563.0,0.0181040345297179,1.0,0.4999594155844156,0.4404872618898005,0.685064935064935,0.1306189396251605,1.0,0.5259707440785619,보류,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,낮음
